age group desc,birth count,birth count_pct,county name,low birth weight ind desc,sort,year desc
30 to 34,564,93.7,Clermont,Normal birth weight (2500g+),18427,2012
18 to 19,2,4.3,Clinton,Low birth weight (<2500g),18450,2012
Less than 15,0,0.0,Clermont,Normal birth weight (2500g+),18439,2012
30 to 34,4,4.7,Clinton,Low birth weight (<2500g),18459,2012
18 to 19,70,95.9,Columbiana,Normal birth weight (2500g+),18484,2012
Less than 15,0,0.0,Clermont,Low birth weight (<2500g),18438,2012
20 to 24,11,6.3,Clinton,Low birth weight (<2500g),18453,2012
40 to 44,*,*,Clinton,Low birth weight (<2500g),18465,2012
18 to 19,45,95.7,Clinton,Normal birth weight (2500g+),18451,2012
35 to 39,1,3.7,Clinton,Low birth weight (<2500g),18462,2012
45 and older,0,0.0,Clinton,Normal birth weight (2500g+),18469,2012
25 to 29,10,6.5,Clinton,Low birth weight (<2500g),18456,2012
Unknown,0,0.0,Clinton,Normal birth weight (2500g+),18475,2012
15 to 17,*,*,Columbiana,Normal birth weight (2500g+),18481,2012
20 to 24,33,10.7,Columbiana,Low birth weight (<2500g),18486,2012
35 to 39,26,96.3,Clinton,Normal birth weight (2500g+),18463,2012
30 to 34,20,9.3,Columbiana,Low birth weight (<2500g),18492,2012
18 to 19,3,4.1,Columbiana,Low birth weight (<2500g),18483,2012
45 and older,0,0.0,Columbiana,Low birth weight (<2500g),18501,2012
15 to 17,2,8.7,Columbiana,Low birth weight (<2500g),18480,2012
30 to 34,195,90.7,Columbiana,Normal birth weight (2500g+),18493,2012
35 to 39,73,91.3,Columbiana,Normal birth weight (2500g+),18496,2012
35 to 39,7,8.8,Columbiana,Low birth weight (<2500g),18495,2012
40 to 44,*,*,Clinton,Normal birth weight (2500g+),18466,2012
20 to 24,274,89.3,Columbiana,Normal birth weight (2500g+),18487,2012
Unknown,0,0.0,Clinton,Low birth weight (<2500g),18474,2012
Unknown,0,0.0,Columbiana,Normal birth weight (2500g+),18508,2012
18 to 19,0,0.0,Coshocton,Low birth weight (<2500g),18516,2012
25 to 29,34,9.8,Columbiana,Low birth weight (<2500g),18489,2012
Unknown,0,0.0,Columbiana,Low birth weight (<2500g),18507,2012
40 to 44,3,21.4,Columbiana,Low birth weight (<2500g),18498,2012
20 to 24,10,7.0,Coshocton,Low birth weight (<2500g),18519,2012
40 to 44,*,*,Columbiana,Normal birth weight (2500g+),18499,2012
18 to 19,26,100.0,Coshocton,Normal birth weight (2500g+),18517,2012
Less than 15,0,0.0,Columbiana,Low birth weight (<2500g),18504,2012
Less than 15,*,*,Columbiana,Normal birth weight (2500g+),18505,2012
25 to 29,117,96.7,Coshocton,Normal birth weight (2500g+),18523,2012
25 to 29,313,90.2,Columbiana,Normal birth weight (2500g+),18490,2012
25 to 29,4,3.3,Coshocton,Low birth weight (<2500g),18522,2012
35 to 39,1,3.6,Coshocton,Low birth weight (<2500g),18528,2012
Less than 15,0,0.0,Coshocton,Low birth weight (<2500g),18537,2012
40 to 44,*,*,Coshocton,Normal birth weight (2500g+),18532,2012
20 to 24,133,93.0,Coshocton,Normal birth weight (2500g+),18520,2012
18 to 19,0,0.0,Crawford,Low birth weight (<2500g),18549,2012
Unknown,0,0.0,Coshocton,Low birth weight (<2500g),18540,2012
18 to 19,34,100.0,Crawford,Normal birth weight (2500g+),18550,2012
15 to 17,0,0.0,Crawford,Low birth weight (<2500g),18546,2012
30 to 34,90,96.8,Coshocton,Normal birth weight (2500g+),18526,2012
35 to 39,27,96.4,Coshocton,Normal birth weight (2500g+),18529,2012
15 to 17,*,*,Coshocton,Normal birth weight (2500g+),18514,2012
Unknown,0,0.0,Coshocton,Normal birth weight (2500g+),18541,2012
15 to 17,*,*,Coshocton,Low birth weight (<2500g),18513,2012
30 to 34,3,3.2,Coshocton,Low birth weight (<2500g),18525,2012
40 to 44,*,*,Coshocton,Low birth weight (<2500g),18531,2012
25 to 29,133,98.5,Crawford,Normal birth weight (2500g+),18556,2012
30 to 34,6,7.7,Crawford,Low birth weight (<2500g),18558,2012
45 and older,0,0.0,Columbiana,Normal birth weight (2500g+),18502,2012
15 to 17,*,*,Crawford,Normal birth weight (2500g+),18547,2012
35 to 39,25,83.3,Crawford,Normal birth weight (2500g+),18562,2012
20 to 24,15,8.8,Crawford,Low birth weight (<2500g),18552,2012
45 and older,0,0.0,Coshocton,Low birth weight (<2500g),18534,2012
Less than 15,*,*,Coshocton,Normal birth weight (2500g+),18538,2012
45 and older,*,*,Coshocton,Normal birth weight (2500g+),18535,2012
30 to 34,111,100.0,Fulton,Total,3842,2007
30 to 34,166,100.0,Erie,Total,3710,2007
25 to 29,177,100.0,Fulton,Total,3839,2007
40 to 44,*,*,Fayette,Total,3782,2007
25 to 29,5,191,Franklin,Total,100,2007
30 to 34,51,100.0,Fayette,Total,3776,2007
Less than 15,*,*,Fulton,Total,3854,2007
15 to 17,*,*,Gallia,Total,3863,2007
Less than 15,28,100.0,Franklin,Total,3821,2007
35 to 39,*,*,Fayette,Total,3779,2007
45 and older,39,100.0,Franklin,Total,3818,2007
Unknown,0,0.0,Fulton,Total,3857,2007
20 to 24,157,100.0,Fulton,Total,3836,2007
15 to 17,*,*,Fulton,Total,3830,2007
25 to 29,116,100.0,Fayette,Total,3773,2007
15 to 17,*,*,Fayette,Total,3764,2007
18 to 19,37,100.0,Fulton,Total,3833,2007
30 to 34,4,203,Franklin,Total,100,2007
40 to 44,413,100.0,Franklin,Total,3815,2007
35 to 39,2,021,Franklin,Total,100,2007
20 to 24,4,486,Franklin,Total,100,2007
Unknown,0,0.0,Franklin,Total,3824,2007
Unknown,0,0.0,Fairfield,Total,3758,2007
40 to 44,*,*,Fulton,Total,3848,2007
35 to 39,29,100.0,Gallia,Total,3878,2007
45 and older,0,0.0,Fulton,Total,3851,2007
30 to 34,59,100.0,Gallia,Total,3875,2007
18 to 19,1,191,Franklin,Total,100,2007
Less than 15,0,0.0,Gallia,Total,3887,2007
Unknown,0,0.0,Gallia,Total,3890,2007
18 to 19,46,100.0,Gallia,Total,3866,2007
25 to 29,120,100.0,Gallia,Total,3872,2007
25 to 29,270,100.0,Geauga,Total,3905,2007
30 to 34,256,100.0,Geauga,Total,3908,2007
40 to 44,*,*,Gallia,Total,3881,2007
45 and older,*,*,Geauga,Total,3917,2007
Unknown,0,0.0,Geauga,Total,3923,2007
Less than 15,0,0.0,Geauga,Total,3920,2007
15 to 17,*,*,Geauga,Total,3896,2007
Unknown,0,0.0,Williams,Low birth weight (<2500g),23853,2013
20 to 24,3,4.9,Wyandot,Low birth weight (<2500g),23898,2013
45 and older,*,*,Wood,Normal birth weight (2500g+),23881,2013
25 to 29,99,93.4,Wyandot,Normal birth weight (2500g+),23902,2013
25 to 29,7,6.6,Wyandot,Low birth weight (<2500g),23901,2013
Unknown,0,0.0,Wood,Low birth weight (<2500g),23886,2013
Less than 15,*,*,Wood,Normal birth weight (2500g+),23884,2013
40 to 44,*,*,Wyandot,Normal birth weight (2500g+),23911,2013
Unknown,0,0.0,Wayne,Normal birth weight (2500g+),23821,2013
30 to 34,26,6.6,Wood,Low birth weight (<2500g),23871,2013
40 to 44,2,6.7,Wood,Low birth weight (<2500g),23877,2013
Less than 15,0,0.0,Wyandot,Normal birth weight (2500g+),23917,2013
35 to 39,140,91.5,Wood,Normal birth weight (2500g+),23875,2013
Unknown,0,0.0,Wyandot,Low birth weight (<2500g),23919,2013
20 to 24,58,95.1,Wyandot,Normal birth weight (2500g+),23899,2013
35 to 39,13,8.5,Wood,Low birth weight (<2500g),23874,2013
45 and older,0,0.0,Wyandot,Low birth weight (<2500g),23913,2013
15 to 17,1,6.7,Greene,Low birth weight (<2500g),24948,2014
15 to 17,*,*,Darke,Normal birth weight (2500g+),33628,2017 **
18 to 19,30,100.0,Darke,Normal birth weight (2500g+),33631,2017 **
40 to 44,56,15.0,Cuyahoga,Low birth weight (<2500g),33612,2017 **
25 to 29,217,93.5,Darke,Normal birth weight (2500g+),33637,2017 **
Unknown,0,0.0,Darke,Low birth weight (<2500g),33654,2017 **
20 to 24,168,91.8,Darke,Normal birth weight (2500g+),33634,2017 **
45 and older,0,0.0,Darke,Normal birth weight (2500g+),33649,2017 **
18 to 19,*,*,Defiance,Normal birth weight (2500g+),33664,2017 **
40 to 44,*,*,Darke,Normal birth weight (2500g+),33646,2017 **
25 to 29,10,6.6,Defiance,Low birth weight (<2500g),33669,2017 **
45 and older,0,0.0,Defiance,Low birth weight (<2500g),33681,2017 **
18 to 19,0,0.0,Darke,Low birth weight (<2500g),33630,2017 **
25 to 29,142,93.4,Defiance,Normal birth weight (2500g+),33670,2017 **
25 to 29,15,6.5,Darke,Low birth weight (<2500g),33636,2017 **
35 to 39,1,1.9,Darke,Low birth weight (<2500g),33642,2017 **
30 to 34,7,6.5,Defiance,Low birth weight (<2500g),33672,2017 **
30 to 34,124,93.2,Darke,Normal birth weight (2500g+),33640,2017 **
18 to 19,*,*,Delaware,Normal birth weight (2500g+),33697,2017 **
35 to 39,32,88.9,Defiance,Normal birth weight (2500g+),33676,2017 **
15 to 17,1,8.3,Delaware,Low birth weight (<2500g),33693,2017 **
45 and older,*,*,Darke,Low birth weight (<2500g),33648,2017 **
Unknown,0,0.0,Cuyahoga,Low birth weight (<2500g),33621,2017 **
35 to 39,51,98.1,Darke,Normal birth weight (2500g+),33643,2017 **
25 to 29,3,712,Cuyahoga,Normal birth weight (2500g+),88,2017 **
20 to 24,8,6.3,Defiance,Low birth weight (<2500g),33666,2017 **
35 to 39,206,10.6,Cuyahoga,Low birth weight (<2500g),33609,2017 **
30 to 34,3,756,Cuyahoga,Normal birth weight (2500g+),90,2017 **
Less than 15,0,0.0,Darke,Normal birth weight (2500g+),33652,2017 **
30 to 34,60,6.5,Delaware,Low birth weight (<2500g),33705,2017 **
15 to 17,*,*,Defiance,Low birth weight (<2500g),33660,2017 **
35 to 39,25,6.0,Delaware,Low birth weight (<2500g),33708,2017 **
Unknown,0,0.0,Darke,Normal birth weight (2500g+),33655,2017 **
40 to 44,*,*,Defiance,Normal birth weight (2500g+),33679,2017 **
45 and older,0,0.0,Defiance,Normal birth weight (2500g+),33682,2017 **
30 to 34,858,93.5,Delaware,Normal birth weight (2500g+),33706,2017 **
30 to 34,101,93.5,Defiance,Normal birth weight (2500g+),33673,2017 **
18 to 19,3,20.0,Defiance,Low birth weight (<2500g),33663,2017 **
20 to 24,120,93.8,Defiance,Normal birth weight (2500g+),33667,2017 **
30 to 34,9,6.8,Darke,Low birth weight (<2500g),33639,2017 **
40 to 44,*,*,Defiance,Low birth weight (<2500g),33678,2017 **
Less than 15,0,0.0,Defiance,Normal birth weight (2500g+),33685,2017 **
35 to 39,4,11.1,Defiance,Low birth weight (<2500g),33675,2017 **
Unknown,0,0.0,Defiance,Low birth weight (<2500g),33687,2017 **
15 to 17,*,*,Delaware,Normal birth weight (2500g+),33694,2017 **
20 to 24,153,88.4,Delaware,Normal birth weight (2500g+),33700,2017 **
25 to 29,488,92.8,Delaware,Normal birth weight (2500g+),33703,2017 **
Unknown,0,0.0,Defiance,Normal birth weight (2500g+),33688,2017 **
18 to 19,1,8.3,Delaware,Low birth weight (<2500g),33696,2017 **
Unknown,0,0.0,Delaware,Normal birth weight (2500g+),33721,2017 **
15 to 17,*,*,Defiance,Normal birth weight (2500g+),33661,2017 **
15 to 17,1,9.1,Erie,Low birth weight (<2500g),33726,2017 **
20 to 24,20,11.6,Delaware,Low birth weight (<2500g),33699,2017 **
35 to 39,394,94.0,Delaware,Normal birth weight (2500g+),33709,2017 **
40 to 44,7,12.1,Delaware,Low birth weight (<2500g),33711,2017 **
40 to 44,51,87.9,Delaware,Normal birth weight (2500g+),33712,2017 **
35 to 39,6,7.1,Erie,Low birth weight (<2500g),33741,2017 **
Less than 15,0,0.0,Defiance,Low birth weight (<2500g),33684,2017 **
Unknown,0,0.0,Erie,Low birth weight (<2500g),33753,2017 **
25 to 29,239,93.4,Erie,Normal birth weight (2500g+),33736,2017 **
Less than 15,0,0.0,Delaware,Normal birth weight (2500g+),33718,2017 **
15 to 17,*,*,Erie,Normal birth weight (2500g+),33727,2017 **
20 to 24,0,0.0,NonOH,Low birth weight (<2500g),26934,2014
Unknown,0,0.0,Wyandot,Low birth weight (<2500g),26922,2014
35 to 39,0,0.0,NonOH,Normal birth weight (2500g+),26944,2014
40 to 44,0,0.0,Wyandot,Low birth weight (<2500g),26913,2014
Less than 15,*,*,Wyandot,Normal birth weight (2500g+),26920,2014
45 and older,0,0.0,Wyandot,Normal birth weight (2500g+),26917,2014
15 to 17,*,*,Unknown,Normal birth weight (2500g+),26962,2014
Less than 15,0,0.0,Wyandot,Low birth weight (<2500g),26919,2014
30 to 34,1,457,Montgomery,Normal birth weight (2500g+),91,2014
Unknown,0,0.0,Morgan,Normal birth weight (2500g+),25933,2014
Less than 15,0,0.0,Morgan,Normal birth weight (2500g+),25930,2014
45 and older,0,0.0,Morgan,Low birth weight (<2500g),25926,2014
30 to 34,79,97.5,Morrow,Normal birth weight (2500g+),25951,2014
15 to 17,2,7.7,Muskingum,Low birth weight (<2500g),25971,2014
40 to 44,*,*,Morrow,Normal birth weight (2500g+),25957,2014
45 and older,0,0.0,Morrow,Normal birth weight (2500g+),25960,2014
35 to 39,28,96.6,Morrow,Normal birth weight (2500g+),25954,2014
Unknown,0,0.0,Morrow,Low birth weight (<2500g),25965,2014
15 to 17,*,*,Morrow,Normal birth weight (2500g+),25939,2014
15 to 17,0,0.0,Noble,Low birth weight (<2500g),26004,2014
35 to 39,63,94.0,Muskingum,Normal birth weight (2500g+),25987,2014
40 to 44,1,5.3,Muskingum,Low birth weight (<2500g),25989,2014
45 and older,0,0.0,Morrow,Low birth weight (<2500g),25959,2014
Less than 15,0,0.0,Morrow,Normal birth weight (2500g+),25963,2014
40 to 44,0,0.0,Morrow,Low birth weight (<2500g),25956,2014
25 to 29,108,96.4,Morrow,Normal birth weight (2500g+),25948,2014
35 to 39,4,6.0,Muskingum,Low birth weight (<2500g),25986,2014
Unknown,0,0.0,Muskingum,Normal birth weight (2500g+),25999,2014
Less than 15,0,0.0,Morrow,Low birth weight (<2500g),25962,2014
15 to 17,*,*,Muskingum,Normal birth weight (2500g+),25972,2014
20 to 24,38,95.0,Noble,Normal birth weight (2500g+),26011,2014
20 to 24,286,88.3,Muskingum,Normal birth weight (2500g+),25978,2014
18 to 19,*,*,Noble,Normal birth weight (2500g+),26008,2014
18 to 19,65,90.3,Muskingum,Normal birth weight (2500g+),25975,2014
20 to 24,*,*,Noble,Low birth weight (<2500g),26010,2014
18 to 19,*,*,Morrow,Normal birth weight (2500g+),25942,2014
20 to 24,*,*,Morrow,Low birth weight (<2500g),25944,2014
Less than 15,0,0.0,Muskingum,Low birth weight (<2500g),25995,2014
20 to 24,109,91.6,Morrow,Normal birth weight (2500g+),25945,2014
25 to 29,295,91.3,Muskingum,Normal birth weight (2500g+),25981,2014
45 and older,*,*,Muskingum,Normal birth weight (2500g+),25993,2014
30 to 34,*,*,Noble,Normal birth weight (2500g+),26017,2014
40 to 44,*,*,Muskingum,Normal birth weight (2500g+),25990,2014
30 to 34,187,90.8,Muskingum,Normal birth weight (2500g+),25984,2014
15 to 17,0,0.0,Noble,Normal birth weight (2500g+),26005,2014
25 to 29,*,*,Noble,Low birth weight (<2500g),26013,2014
25 to 29,51,96.2,Noble,Normal birth weight (2500g+),26014,2014
Less than 15,0,0.0,Noble,Low birth weight (<2500g),26028,2014
18 to 19,7,9.7,Muskingum,Low birth weight (<2500g),25974,2014
45 and older,*,*,Muskingum,Low birth weight (<2500g),25992,2014
20 to 24,38,11.7,Muskingum,Low birth weight (<2500g),25977,2014
Unknown,0,0.0,Noble,Low birth weight (<2500g),26031,2014
35 to 39,*,*,Noble,Low birth weight (<2500g),26019,2014
40 to 44,*,*,Noble,Normal birth weight (2500g+),26023,2014
15 to 17,*,*,Ottawa,Normal birth weight (2500g+),26038,2014
25 to 29,6,4.8,Ottawa,Low birth weight (<2500g),26046,2014
25 to 29,28,8.7,Muskingum,Low birth weight (<2500g),25980,2014
40 to 44,*,*,Noble,Low birth weight (<2500g),26022,2014
45 and older,0,0.0,Noble,Low birth weight (<2500g),26025,2014
Less than 15,*,*,Muskingum,Normal birth weight (2500g+),25996,2014
35 to 39,4,11.8,Ottawa,Low birth weight (<2500g),26052,2014
30 to 34,19,9.2,Muskingum,Low birth weight (<2500g),25983,2014
20 to 24,76,92.7,Ottawa,Normal birth weight (2500g+),26044,2014
18 to 19,0,0.0,Ottawa,Low birth weight (<2500g),26040,2014
Unknown,0,0.0,Muskingum,Low birth weight (<2500g),25998,2014
15 to 17,0,0.0,Ottawa,Low birth weight (<2500g),26037,2014
18 to 19,0,0.0,Noble,Low birth weight (<2500g),26007,2014
35 to 39,*,*,Noble,Normal birth weight (2500g+),26020,2014
Unknown,0,0.0,Noble,Normal birth weight (2500g+),26032,2014
30 to 34,87,90.6,Ottawa,Normal birth weight (2500g+),26050,2014
15 to 17,0,0.0,Paulding,Low birth weight (<2500g),26070,2014
18 to 19,*,*,Ottawa,Normal birth weight (2500g+),26041,2014
45 and older,0,0.0,Ottawa,Normal birth weight (2500g+),26059,2014
25 to 29,120,95.2,Ottawa,Normal birth weight (2500g+),26047,2014
20 to 24,6,7.3,Ottawa,Low birth weight (<2500g),26043,2014
45 and older,*,*,Ottawa,Low birth weight (<2500g),26058,2014
30 to 34,*,*,Noble,Low birth weight (<2500g),26016,2014
Less than 15,*,*,Noble,Normal birth weight (2500g+),26029,2014
45 and older,0,0.0,Noble,Normal birth weight (2500g+),26026,2014
40 to 44,*,*,Ottawa,Normal birth weight (2500g+),26056,2014
30 to 34,44,97.8,Paulding,Normal birth weight (2500g+),26083,2014
18 to 19,0,0.0,Paulding,Low birth weight (<2500g),26073,2014
30 to 34,9,9.4,Ottawa,Low birth weight (<2500g),26049,2014
20 to 24,55,93.2,Paulding,Normal birth weight (2500g+),26077,2014
Less than 15,0,0.0,Ottawa,Normal birth weight (2500g+),26062,2014
35 to 39,30,88.2,Ottawa,Normal birth weight (2500g+),26053,2014
30 to 34,1,2.2,Paulding,Low birth weight (<2500g),26082,2014
40 to 44,*,*,Ottawa,Low birth weight (<2500g),26055,2014
45 and older,0,0.0,Paulding,Normal birth weight (2500g+),26092,2014
Less than 15,0,0.0,Ottawa,Low birth weight (<2500g),26061,2014
Unknown,0,0.0,Ottawa,Normal birth weight (2500g+),26065,2014
15 to 17,*,*,Paulding,Normal birth weight (2500g+),26071,2014
35 to 39,*,*,Paulding,Low birth weight (<2500g),26085,2014
40 to 44,*,*,Paulding,Normal birth weight (2500g+),26089,2014
15 to 17,*,*,Perry,Normal birth weight (2500g+),26104,2014
Unknown,0,0.0,Ottawa,Low birth weight (<2500g),26064,2014
15 to 17,0,0.0,Perry,Low birth weight (<2500g),26103,2014
25 to 29,17,11.9,Perry,Low birth weight (<2500g),26112,2014
18 to 19,1,3.1,Perry,Low birth weight (<2500g),26106,2014
18 to 19,*,*,Paulding,Normal birth weight (2500g+),26074,2014
Less than 15,0,0.0,Paulding,Low birth weight (<2500g),26094,2014
45 and older,0,0.0,Paulding,Low birth weight (<2500g),26091,2014
35 to 39,3,10.7,Perry,Low birth weight (<2500g),26118,2014
25 to 29,*,*,Paulding,Low birth weight (<2500g),26079,2014
35 to 39,*,*,Paulding,Normal birth weight (2500g+),26086,2014
20 to 24,*,*,Paulding,Low birth weight (<2500g),26076,2014
25 to 29,74,93.7,Paulding,Normal birth weight (2500g+),26080,2014
Less than 15,0,0.0,Perry,Normal birth weight (2500g+),26128,2014
20 to 24,131,96.3,Perry,Normal birth weight (2500g+),26110,2014
Less than 15,0,0.0,Perry,Low birth weight (<2500g),26127,2014
Less than 15,*,*,Paulding,Normal birth weight (2500g+),26095,2014
Unknown,0,0.0,Paulding,Normal birth weight (2500g+),26098,2014
30 to 34,4,4.9,Perry,Low birth weight (<2500g),26115,2014
18 to 19,31,96.9,Perry,Normal birth weight (2500g+),26107,2014
40 to 44,0,0.0,Perry,Low birth weight (<2500g),26121,2014
40 to 44,*,*,Perry,Normal birth weight (2500g+),26122,2014
Unknown,0,0.0,Perry,Low birth weight (<2500g),26130,2014
45 and older,0,0.0,Perry,Low birth weight (<2500g),26124,2014
Unknown,0,0.0,Paulding,Low birth weight (<2500g),26097,2014
40 to 44,0,0.0,Paulding,Low birth weight (<2500g),26088,2014
20 to 24,5,3.7,Perry,Low birth weight (<2500g),26109,2014
15 to 17,*,*,Pickaway,Low birth weight (<2500g),26136,2014
25 to 29,126,88.1,Perry,Normal birth weight (2500g+),26113,2014
30 to 34,77,95.1,Perry,Normal birth weight (2500g+),26116,2014
35 to 39,54,93.1,Pickaway,Normal birth weight (2500g+),26152,2014
15 to 17,*,*,Pickaway,Normal birth weight (2500g+),26137,2014
45 and older,0,0.0,Perry,Normal birth weight (2500g+),26125,2014
20 to 24,13,7.0,Pickaway,Low birth weight (<2500g),26142,2014
18 to 19,32,91.4,Pickaway,Normal birth weight (2500g+),26140,2014
Unknown,0,0.0,Perry,Normal birth weight (2500g+),26131,2014
25 to 29,198,95.7,Pickaway,Normal birth weight (2500g+),26146,2014
45 and older,0,0.0,Pickaway,Low birth weight (<2500g),26157,2014
25 to 29,88,88.9,Pike,Normal birth weight (2500g+),26179,2014
18 to 19,3,8.6,Pickaway,Low birth weight (<2500g),26139,2014
Unknown,0,0.0,Pickaway,Low birth weight (<2500g),26163,2014
45 and older,0,0.0,Pickaway,Normal birth weight (2500g+),26158,2014
25 to 29,11,11.1,Pike,Low birth weight (<2500g),26178,2014
35 to 39,25,89.3,Perry,Normal birth weight (2500g+),26119,2014
30 to 34,9,8.3,Pickaway,Low birth weight (<2500g),26148,2014
30 to 34,100,91.7,Pickaway,Normal birth weight (2500g+),26149,2014
15 to 17,*,*,Pike,Normal birth weight (2500g+),26170,2014
40 to 44,*,*,Pickaway,Low birth weight (<2500g),26154,2014
25 to 29,9,4.3,Pickaway,Low birth weight (<2500g),26145,2014
35 to 39,4,6.9,Pickaway,Low birth weight (<2500g),26151,2014
20 to 24,173,93.0,Pickaway,Normal birth weight (2500g+),26143,2014
18 to 19,2,4.9,Pike,Low birth weight (<2500g),26172,2014
35 to 39,*,*,Pike,Normal birth weight (2500g+),26185,2014
35 to 39,0,0.0,Pike,Low birth weight (<2500g),26184,2014
Less than 15,0,0.0,Pickaway,Low birth weight (<2500g),26160,2014
45 and older,0,0.0,Pike,Normal birth weight (2500g+),26191,2014
Less than 15,0,0.0,Pike,Low birth weight (<2500g),26193,2014
Unknown,0,0.0,Pike,Normal birth weight (2500g+),26197,2014
40 to 44,*,*,Pickaway,Normal birth weight (2500g+),26155,2014
45 and older,0,0.0,Pike,Low birth weight (<2500g),26190,2014
Less than 15,0,0.0,Pike,Normal birth weight (2500g+),26194,2014
20 to 24,11,8.2,Pike,Low birth weight (<2500g),26175,2014
30 to 34,42,80.8,Pike,Normal birth weight (2500g+),26182,2014
45 and older,0,0.0,Lorain,Low birth weight (<2500g),28566,2015
Unknown,0,0.0,Lorain,Low birth weight (<2500g),28572,2015
20 to 24,64,7.9,Lorain,Low birth weight (<2500g),28551,2015
15 to 17,15,15.3,Lucas,Low birth weight (<2500g),28578,2015
15 to 17,83,84.7,Lucas,Normal birth weight (2500g+),28579,2015
35 to 39,32,7.9,Lorain,Low birth weight (<2500g),28560,2015
18 to 19,33,10.2,Lucas,Low birth weight (<2500g),28581,2015
25 to 29,1,601,Lucas,Normal birth weight (2500g+),91,2015
Less than 15,*,*,Lucas,Low birth weight (<2500g),28602,2015
40 to 44,14,16.5,Lucas,Low birth weight (<2500g),28596,2015
Unknown,0,0.0,Lucas,Normal birth weight (2500g+),28606,2015
45 and older,*,*,Lucas,Normal birth weight (2500g+),28600,2015
15 to 17,*,*,Madison,Normal birth weight (2500g+),28612,2015
18 to 19,290,89.8,Lucas,Normal birth weight (2500g+),28582,2015
15 to 17,0,0.0,Madison,Low birth weight (<2500g),28611,2015
35 to 39,52,10.5,Lucas,Low birth weight (<2500g),28593,2015
25 to 29,153,8.7,Lucas,Low birth weight (<2500g),28587,2015
25 to 29,885,92.3,Lorain,Normal birth weight (2500g+),28555,2015
35 to 39,445,89.5,Lucas,Normal birth weight (2500g+),28594,2015
15 to 17,6,8.6,Lorain,Low birth weight (<2500g),28545,2015
30 to 34,1,178,Lucas,Normal birth weight (2500g+),92,2015
20 to 24,164,10.8,Lucas,Low birth weight (<2500g),28584,2015
45 and older,*,*,Lucas,Low birth weight (<2500g),28599,2015
20 to 24,8,7.5,Madison,Low birth weight (<2500g),28617,2015
30 to 34,101,7.9,Lucas,Low birth weight (<2500g),28590,2015
Less than 15,0,0.0,Monroe,Total,4844,2007
20 to 24,*,*,Monroe,Total,4826,2007
Unknown,0,0.0,Mercer,Total,4781,2007
40 to 44,*,*,Monroe,Total,4838,2007
35 to 39,318,100.0,Medina,Total,4703,2007
30 to 34,27,100.0,Monroe,Total,4832,2007
35 to 39,*,*,Monroe,Total,4835,2007
30 to 34,238,100.0,Miami,Total,4799,2007
Unknown,0,0.0,Monroe,Total,4847,2007
40 to 44,*,*,Miami,Total,4805,2007
25 to 29,*,*,Monroe,Total,4829,2007
18 to 19,627,100.0,Montgomery,Total,4856,2007
Unknown,0,0.0,Montgomery,Total,4880,2007
15 to 17,32,100.0,Miami,Total,4787,2007
18 to 19,101,100.0,Miami,Total,4790,2007
18 to 19,*,*,Monroe,Total,4823,2007
35 to 39,*,*,Morgan,Total,4901,2007
30 to 34,1,358,Montgomery,Total,100,2007
Less than 15,*,*,Montgomery,Total,4877,2007
30 to 34,*,*,Morgan,Total,4898,2007
40 to 44,110,100.0,Montgomery,Total,4871,2007
20 to 24,*,*,Morgan,Total,4892,2007
45 and older,0,0.0,Monroe,Total,4841,2007
15 to 17,*,*,Monroe,Total,4820,2007
15 to 17,*,*,Morgan,Total,4886,2007
15 to 17,*,*,Morrow,Total,4919,2007
25 to 29,2,181,Montgomery,Total,100,2007
35 to 39,617,100.0,Montgomery,Total,4868,2007
25 to 29,129,100.0,Morrow,Total,4928,2007
40 to 44,33,100.0,Wood,Total,32888,2016
40 to 44,34,100.0,Wayne,Total,32822,2016
35 to 39,*,*,Wyandot,Total,32918,2016
15 to 17,*,*,Wyandot,Total,32903,2016
45 and older,0,0.0,Wyandot,Total,32924,2016
Unknown,0,0.0,Williams,Total,32864,2016
15 to 17,0,0.0,NonOH,Total,32936,2016
Unknown,0,0.0,Wyandot,Total,32930,2016
30 to 34,416,100.0,Wood,Total,32882,2016
Unknown,0,0.0,Wood,Total,32897,2016
40 to 44,*,*,Williams,Total,32855,2016
20 to 24,249,100.0,Wood,Total,32876,2016
45 and older,*,*,Wayne,Total,32825,2016
15 to 17,*,*,Morrow,Low birth weight (<2500g),16929,2011
25 to 29,114,95.0,Morrow,Normal birth weight (2500g+),16939,2011
45 and older,0,0.0,Morgan,Normal birth weight (2500g+),16918,2011
40 to 44,*,*,Belmont,Total,33251,2017 **
30 to 34,92,100.0,Brown,Total,33278,2017 **
Unknown,0,0.0,Butler,Total,33326,2017 **
45 and older,0,0.0,Brown,Total,33287,2017 **
20 to 24,159,100.0,Brown,Total,33272,2017 **
20 to 24,914,100.0,Butler,Total,33305,2017 **
30 to 34,1,277,Butler,Total,100,2017 **
Less than 15,*,*,Butler,Total,33323,2017 **
Less than 15,0,0.0,Belmont,Total,33257,2017 **
Unknown,0,0.0,Belmont,Total,33260,2017 **
15 to 17,59,100.0,Butler,Total,33299,2017 **
18 to 19,*,*,Brown,Total,33269,2017 **
45 and older,0,0.0,Belmont,Total,33254,2017 **
15 to 17,*,*,Carroll,Total,33332,2017 **
25 to 29,142,100.0,Brown,Total,33275,2017 **
